    110,      0,    .98850,     10,     10,      0,      0,      0/
    110,      0,   1.00000,     10,     12,    -12,      0,      0/
    220,      0,    .38000,     10,     10,      0,      0,      0/
    220,      0,    .71000,    110,    110,    110,      0,      0/
    220,      0,    .94600,    120,   -120,    110,      0,      0/
    220,      0,    .99500,    120,   -120,     10,      0,      0/
    220,      0,   1.00000,     10,     12,    -12,      0,      0/
    330,      0,    .44100,    220,    120,   -120,      0,      0/
    330,      0,    .66100,    220,    110,    110,      0,      0/
    330,      0,    .95900,    111,     10,      0,      0,      0/
    330,      0,    .98000,    221,     10,      0,      0,      0/
    330,      0,   1.00000,     10,     10,      0,      0,      0/
    121,      0,   1.00000,    120,    110,      0,      0,      0/
    111,      0,    .99989,    120,   -120,      0,      0,      0/
    111,      0,    .99993,     12,    -12,      0,      0,      0/
    111,      0,   1.00000,     14,    -14,      0,      0,      0/
    221,      0,    .89900,    120,   -120,    110,      0,      0/
    221,      0,    .91200,    120,   -120,      0,      0,      0/
    221,      0,    .99992,    110,     10,      0,      0,      0/
    221,      0,   1.00000,     12,    -12,      0,      0,      0/
    331,      0,    .48600,    130,   -130,      0,      0,      0/
    331,      0,    .83700,     20,    -20,      0,      0,      0/
    331,      0,    .98400,    120,   -120,    110,      0,      0/
    331,      0,    .99944,    220,     10,      0,      0,      0/
    331,      0,    .99975,     12,    -12,      0,      0,      0/
    331,      0,   1.00000,     14,    -14,      0,      0,      0/
  10110,      0,    .52000,    120,   -120,      0,      0,      0/
  10110,      0,    .78000,    110,    110,      0,      0,      0/
  10110,      0,    .89000,    130,   -130,      0,      0,      0/
  10110,      0,   1.00000,    -20,     20,      0,      0,      0/
  10121,      0,    .49200,    111,    120,      0,      0,      0/
  10121,      0,   1.00000,    121,    110,      0,      0,      0/
  10111,      0,    .50000,    121,   -120,      0,      0,      0/
  10111,      0,   1.00000,   -121,    120,      0,      0,      0/
    112,      0,    .56700,    120,   -120,      0,      0,      0/
    112,      0,    .85100,    110,    110,      0,      0,      0/
    112,      0,    .87900,    120,   -120,    120,   -120,      0/
    112,      0,    .94500,    120,   -120,    110,    110,      0/
    112,      0,    .94800,    110,    110,    110,    110,      0/
    112,      0,    .97200,    130,   -130,      0,      0,      0/
    112,      0,    .99600,    -20,     20,      0,      0,      0/
    112,      0,   1.00000,    220,    220,      0,      0,      0/
    230,      0,    .50000,     20,      0,      0,      0,      0/
    230,      0,   1.00000,    -20,      0,      0,      0,      0/
    131,      0,    .66670,    230,    120,      0,      0,      0/
    131,      0,   1.00000,    130,    110,      0,      0,      0/
    231,      0,    .66670,    130,   -120,      0,      0,      0/
    231,      0,   1.00000,    230,    110,      0,      0,      0/
  10231,      0,    .28000,    130,   -121,      0,      0,      0/
  10231,      0,    .42000,    230,    111,      0,      0,      0/
  10231,      0,    .52670,    131,   -120,      0,      0,      0/
  10231,      0,    .58000,    231,    110,      0,      0,      0/
  10231,      0,    .69000,    230,    120,   -120,    110,      0/
  10231,      0,    .83440,    230,    120,   -120,      0,      0/
  10231,      0,    .95880,    130,   -120,    110,      0,      0/
  10231,      0,   1.00000,    230,    110,    110,      0,      0/
  10131,      0,    .28000,    230,    121,      0,      0,      0/
  10131,      0,    .42000,    130,    111,      0,      0,      0/
  10131,      0,    .52670,    231,    120,      0,      0,      0/
  10131,      0,    .58000,    131,    110,      0,      0,      0/
  10131,      0,    .69000,    130,    120,   -120,    110,      0/
  10131,      0,    .83440,    130,    120,   -120,      0,      0/
  10131,      0,    .95880,    230,    120,    110,      0,      0/
  10131,      0,   1.00000,    130,    110,    110,      0,      0/
  30231,      0,    .63000,    131,   -120,      0,      0,      0/
  30231,      0,    .94000,    231,    110,      0,      0,      0/
  30231,      0,    .96000,    130,   -121,      0,      0,      0/
  30231,      0,    .97000,    230,    111,      0,      0,      0/
  30231,      0,    .98000,    230,    221,      0,      0,      0/
  30231,      0,    .99330,    230,    120,   -120,      0,      0/
  30231,      0,   1.00000,    230,    110,    110,      0,      0/
  30131,      0,    .63000,    231,    120,      0,      0,      0/
  30131,      0,    .94000,    131,    110,      0,      0,      0/
  30131,      0,    .96000,    230,   -121,      0,      0,      0/
  30131,      0,    .97000,    130,    111,      0,      0,      0/
  30131,      0,    .98000,    130,    221,      0,      0,      0/
  30131,      0,    .99330,    130,    120,   -120,      0,      0/
  30131,      0,   1.00000,    130,    110,    110,      0,      0/
    132,      0,    .33100,    230,    120,      0,      0,      0/
    132,      0,    .49700,    130,    110,      0,      0,      0/
    132,      0,    .66500,    231,    120,      0,      0,      0/
